model_id,overall_nll,prompt
83811,0.4927541608735919,"In this task, you have to repeatedly choose between two slot machines labeled T and F.
You can choose a slot machine by pressing its corresponding key.
When you select one of the machines, you will win 1 or 0 points.
Your goal is to choose the slot machines that will give you the most points.
You will receive feedback about the outcome after making a choice.
The environment may change unpredictably; past success does not guarantee future results.
You will play 1 game in total, consisting of 100 trials.
Game 1.You press <<T>>.
You press <<F>>.
You press <<T>>.
You press <<F>>.
You press <<T>>.
You press <<T>>.
You press <<T>>.
You press <<F>>.
You press <<T>>.
You press <<T>>.
You press <<T>>.
You press <<F>>.
You press <<F>>.
You press <<F>>.
You press <<T>>.
You press <<F>>.
You press <<T>>.
You press <<F>>.
You press <<T>>.
You press <<T>>.
You press <<T>>.
You press <<T>>.
You press <<T>>.
You press <<T>>.
You press <<T>>.
You press <<T>>.
You press <<T>>.
You press <<T>>.
You press <<F>>.
You press <<T>>.
You press <<T>>.
You press <<T>>.
You press <<T>>.
You press <<T>>.
You press <<T>>.
You press <<T>>.
You press <<T>>.
You press <<T>>.
You press <<T>>.
You press <<T>>.
You press <<T>>.
You press <<T>>.
You press <<T>>.
You press <<T>>.
You press <<T>>.
You press <<T>>.
You press <<T>>.
You press <<F>>.
You press <<T>>.
You press <<T>>.
You press <<F>>.
You press <<T>>.
You press <<T>>.
You press <<F>>.
You press <<F>>.
You press <<F>>.
You press <<F>>.
You press <<F>>.
You press <<F>>.
You press <<F>>.
You press <<F>>.
You press <<F>>.
You press <<F>>.
You press <<T>>.
You press <<F>>.
You press <<F>>.
You press <<F>>.
You press <<F>>.
You press <<F>>.
You press <<F>>.
You press <<F>>.
You press <<F>>.
You press <<F>>.
You press <<F>>.
You press <<F>>.
You press <<F>>.
You press <<F>>.
You press <<F>>.
You press <<F>>.
You press <<F>>.
You press <<F>>.
You press <<F>>.
You press <<F>>.
You press <<F>>.
You press <<F>>.
You press <<T>>.
You press <<T>>.
You press <<F>>.
You press <<F>>.
You press <<F>>.
You press <<F>>.
You press <<F>>.
You press <<F>>.
You press <<F>>.
You press <<F>>.
You press <<F>>.
You press <<T>>.
You press <<F>>.
You press <<F>>.
You press <<F>>.
You press <<"
14593,0.5688141732662916,"In this task, you have to repeatedly choose between two slot machines labeled O and C.
You can choose a slot machine by pressing its corresponding key.
When you select one of the machines, you will win 1 or 0 points.
Your goal is to choose the slot machines that will give you the most points.
You will receive feedback about the outcome after making a choice.
The environment may change unpredictably; past success does not guarantee future results.
You will play 1 game in total, consisting of 100 trials.
Game 1.You press <<O>>.
You press <<O>>.
You press <<O>>.
You press <<O>>.
You press <<C>>.
You press <<C>>.
You press <<O>>.
You press <<O>>.
You press <<O>>.
You press <<O>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<O>>.
You press <<O>>.
You press <<O>>.
You press <<O>>.
You press <<O>>.
You press <<C>>.
You press <<O>>.
You press <<O>>.
You press <<O>>.
You press <<O>>.
You press <<O>>.
You press <<O>>.
You press <<O>>.
You press <<C>>.
You press <<O>>.
You press <<O>>.
You press <<O>>.
You press <<O>>.
You press <<O>>.
You press <<O>>.
You press <<O>>.
You press <<O>>.
You press <<O>>.
You press <<O>>.
You press <<O>>.
You press <<O>>.
You press <<O>>.
You press <<O>>.
You press <<O>>.
You press <<O>>.
You press <<O>>.
You press <<O>>.
You press <<O>>.
You press <<O>>.
You press <<O>>.
You press <<O>>.
You press <<C>>.
You press <<O>>.
You press <<O>>.
You press <<O>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<O>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<O>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<O>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<O>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<O>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<O>>.
You press <<O>>.
You press <<O>>.
You press <<C>>.
You press <<C>>.
You press <<O>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<"
3279,0.5550278133898974,"In this task, you have to repeatedly choose between two slot machines labeled Q and B.
You can choose a slot machine by pressing its corresponding key.
When you select one of the machines, you will win 1 or 0 points.
Your goal is to choose the slot machines that will give you the most points.
You will receive feedback about the outcome after making a choice.
The environment may change unpredictably; past success does not guarantee future results.
You will play 1 game in total, consisting of 100 trials.
Game 1.You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<B>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<B>>.
You press <<Q>>.
You press <<B>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<B>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<B>>.
You press <<Q>>.
You press <<B>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<B>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<B>>.
You press <<B>>.
You press <<B>>.
You press <<B>>.
You press <<Q>>.
You press <<B>>.
You press <<B>>.
You press <<B>>.
You press <<Q>>.
You press <<B>>.
You press <<Q>>.
You press <<B>>.
You press <<B>>.
You press <<B>>.
You press <<B>>.
You press <<B>>.
You press <<B>>.
You press <<B>>.
You press <<B>>.
You press <<B>>.
You press <<B>>.
You press <<B>>.
You press <<B>>.
You press <<B>>.
You press <<B>>.
You press <<B>>.
You press <<B>>.
You press <<Q>>.
You press <<B>>.
You press <<Q>>.
You press <<B>>.
You press <<B>>.
You press <<B>>.
You press <<B>>.
You press <<B>>.
You press <<B>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<B>>.
You press <<B>>.
You press <<B>>.
You press <<B>>.
You press <<B>>.
You press <<B>>.
You press <<B>>.
You press <<"
97197,0.5342847228422761,"In this task, you have to repeatedly choose between two slot machines labeled M and N.
You can choose a slot machine by pressing its corresponding key.
When you select one of the machines, you will win 1 or 0 points.
Your goal is to choose the slot machines that will give you the most points.
You will receive feedback about the outcome after making a choice.
The environment may change unpredictably; past success does not guarantee future results.
You will play 1 game in total, consisting of 100 trials.
Game 1.You press <<M>>.
You press <<M>>.
You press <<M>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<M>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<M>>.
You press <<M>>.
You press <<M>>.
You press <<M>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<M>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<M>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<M>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<M>>.
You press <<M>>.
You press <<M>>.
You press <<M>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<M>>.
You press <<M>>.
You press <<M>>.
You press <<N>>.
You press <<M>>.
You press <<M>>.
You press <<N>>.
You press <<M>>.
You press <<M>>.
You press <<M>>.
You press <<M>>.
You press <<N>>.
You press <<M>>.
You press <<M>>.
You press <<M>>.
You press <<M>>.
You press <<M>>.
You press <<M>>.
You press <<M>>.
You press <<N>>.
You press <<N>>.
You press <<M>>.
You press <<M>>.
You press <<M>>.
You press <<M>>.
You press <<M>>.
You press <<M>>.
You press <<M>>.
You press <<M>>.
You press <<M>>.
You press <<M>>.
You press <<M>>.
You press <<M>>.
You press <<M>>.
You press <<M>>.
You press <<M>>.
You press <<M>>.
You press <<M>>.
You press <<"
36049,0.5275797401741147,"In this task, you have to repeatedly choose between two slot machines labeled D and A.
You can choose a slot machine by pressing its corresponding key.
When you select one of the machines, you will win 1 or 0 points.
Your goal is to choose the slot machines that will give you the most points.
You will receive feedback about the outcome after making a choice.
The environment may change unpredictably; past success does not guarantee future results.
You will play 1 game in total, consisting of 100 trials.
Game 1.You press <<D>>.
You press <<D>>.
You press <<D>>.
You press <<D>>.
You press <<A>>.
You press <<D>>.
You press <<A>>.
You press <<D>>.
You press <<D>>.
You press <<A>>.
You press <<D>>.
You press <<D>>.
You press <<A>>.
You press <<D>>.
You press <<D>>.
You press <<D>>.
You press <<D>>.
You press <<D>>.
You press <<A>>.
You press <<D>>.
You press <<D>>.
You press <<D>>.
You press <<A>>.
You press <<D>>.
You press <<D>>.
You press <<D>>.
You press <<D>>.
You press <<D>>.
You press <<D>>.
You press <<D>>.
You press <<D>>.
You press <<D>>.
You press <<D>>.
You press <<D>>.
You press <<A>>.
You press <<D>>.
You press <<D>>.
You press <<A>>.
You press <<D>>.
You press <<D>>.
You press <<D>>.
You press <<A>>.
You press <<D>>.
You press <<D>>.
You press <<D>>.
You press <<D>>.
You press <<D>>.
You press <<D>>.
You press <<D>>.
You press <<D>>.
You press <<D>>.
You press <<D>>.
You press <<A>>.
You press <<D>>.
You press <<D>>.
You press <<A>>.
You press <<D>>.
You press <<A>>.
You press <<A>>.
You press <<A>>.
You press <<A>>.
You press <<A>>.
You press <<A>>.
You press <<A>>.
You press <<A>>.
You press <<A>>.
You press <<A>>.
You press <<A>>.
You press <<A>>.
You press <<A>>.
You press <<A>>.
You press <<A>>.
You press <<A>>.
You press <<A>>.
You press <<A>>.
You press <<A>>.
You press <<A>>.
You press <<A>>.
You press <<D>>.
You press <<A>>.
You press <<A>>.
You press <<A>>.
You press <<A>>.
You press <<D>>.
You press <<A>>.
You press <<A>>.
You press <<A>>.
You press <<A>>.
You press <<A>>.
You press <<A>>.
You press <<D>>.
You press <<A>>.
You press <<A>>.
You press <<A>>.
You press <<A>>.
You press <<A>>.
You press <<A>>.
You press <<D>>.
You press <<A>>.
You press <<A>>.
You press <<"
32099,0.41027946673333643,"In this task, you have to repeatedly choose between two slot machines labeled U and S.
You can choose a slot machine by pressing its corresponding key.
When you select one of the machines, you will win 1 or 0 points.
Your goal is to choose the slot machines that will give you the most points.
You will receive feedback about the outcome after making a choice.
The environment may change unpredictably; past success does not guarantee future results.
You will play 1 game in total, consisting of 100 trials.
Game 1.You press <<U>>.
You press <<S>>.
You press <<U>>.
You press <<S>>.
You press <<S>>.
You press <<S>>.
You press <<S>>.
You press <<S>>.
You press <<U>>.
You press <<S>>.
You press <<U>>.
You press <<S>>.
You press <<U>>.
You press <<S>>.
You press <<U>>.
You press <<S>>.
You press <<S>>.
You press <<S>>.
You press <<S>>.
You press <<S>>.
You press <<S>>.
You press <<U>>.
You press <<S>>.
You press <<U>>.
You press <<S>>.
You press <<S>>.
You press <<S>>.
You press <<S>>.
You press <<S>>.
You press <<S>>.
You press <<S>>.
You press <<S>>.
You press <<S>>.
You press <<S>>.
You press <<S>>.
You press <<S>>.
You press <<S>>.
You press <<S>>.
You press <<S>>.
You press <<S>>.
You press <<S>>.
You press <<S>>.
You press <<S>>.
You press <<S>>.
You press <<S>>.
You press <<S>>.
You press <<S>>.
You press <<S>>.
You press <<S>>.
You press <<S>>.
You press <<S>>.
You press <<S>>.
You press <<S>>.
You press <<U>>.
You press <<S>>.
You press <<U>>.
You press <<S>>.
You press <<U>>.
You press <<U>>.
You press <<U>>.
You press <<U>>.
You press <<U>>.
You press <<U>>.
You press <<U>>.
You press <<U>>.
You press <<U>>.
You press <<U>>.
You press <<S>>.
You press <<U>>.
You press <<U>>.
You press <<U>>.
You press <<U>>.
You press <<U>>.
You press <<U>>.
You press <<U>>.
You press <<U>>.
You press <<U>>.
You press <<U>>.
You press <<S>>.
You press <<U>>.
You press <<U>>.
You press <<U>>.
You press <<U>>.
You press <<U>>.
You press <<U>>.
You press <<U>>.
You press <<U>>.
You press <<U>>.
You press <<U>>.
You press <<U>>.
You press <<U>>.
You press <<U>>.
You press <<U>>.
You press <<U>>.
You press <<U>>.
You press <<U>>.
You press <<U>>.
You press <<U>>.
You press <<U>>.
You press <<U>>.
You press <<"
29257,0.6215860080718995,"In this task, you have to repeatedly choose between two slot machines labeled N and Z.
You can choose a slot machine by pressing its corresponding key.
When you select one of the machines, you will win 1 or 0 points.
Your goal is to choose the slot machines that will give you the most points.
You will receive feedback about the outcome after making a choice.
The environment may change unpredictably; past success does not guarantee future results.
You will play 1 game in total, consisting of 100 trials.
Game 1.You press <<N>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<N>>.
You press <<N>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<N>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<N>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<N>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<N>>.
You press <<N>>.
You press <<Z>>.
You press <<N>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<N>>.
You press <<Z>>.
You press <<N>>.
You press <<Z>>.
You press <<N>>.
You press <<Z>>.
You press <<N>>.
You press <<Z>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<Z>>.
You press <<N>>.
You press <<Z>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<Z>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<Z>>.
You press <<N>>.
You press <<N>>.
You press <<Z>>.
You press <<Z>>.
You press <<N>>.
You press <<N>>.
You press <<Z>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<N>>.
You press <<Z>>.
You press <<N>>.
You press <<"
18290,0.6141399739682675,"In this task, you have to repeatedly choose between two slot machines labeled Z and H.
You can choose a slot machine by pressing its corresponding key.
When you select one of the machines, you will win 1 or 0 points.
Your goal is to choose the slot machines that will give you the most points.
You will receive feedback about the outcome after making a choice.
The environment may change unpredictably; past success does not guarantee future results.
You will play 1 game in total, consisting of 100 trials.
Game 1.You press <<Z>>.
You press <<H>>.
You press <<H>>.
You press <<Z>>.
You press <<Z>>.
You press <<H>>.
You press <<H>>.
You press <<H>>.
You press <<H>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<H>>.
You press <<Z>>.
You press <<Z>>.
You press <<H>>.
You press <<H>>.
You press <<Z>>.
You press <<H>>.
You press <<Z>>.
You press <<H>>.
You press <<H>>.
You press <<H>>.
You press <<H>>.
You press <<H>>.
You press <<H>>.
You press <<Z>>.
You press <<H>>.
You press <<H>>.
You press <<Z>>.
You press <<H>>.
You press <<H>>.
You press <<H>>.
You press <<H>>.
You press <<H>>.
You press <<H>>.
You press <<H>>.
You press <<H>>.
You press <<H>>.
You press <<H>>.
You press <<Z>>.
You press <<H>>.
You press <<H>>.
You press <<H>>.
You press <<H>>.
You press <<H>>.
You press <<Z>>.
You press <<H>>.
You press <<H>>.
You press <<H>>.
You press <<H>>.
You press <<H>>.
You press <<H>>.
You press <<H>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<H>>.
You press <<Z>>.
You press <<Z>>.
You press <<H>>.
You press <<Z>>.
You press <<H>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<H>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<H>>.
You press <<Z>>.
You press <<H>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<H>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<Z>>.
You press <<"
96531,0.4560028395801783,"In this task, you have to repeatedly choose between two slot machines labeled E and P.
You can choose a slot machine by pressing its corresponding key.
When you select one of the machines, you will win 1 or 0 points.
Your goal is to choose the slot machines that will give you the most points.
You will receive feedback about the outcome after making a choice.
The environment may change unpredictably; past success does not guarantee future results.
You will play 1 game in total, consisting of 100 trials.
Game 1.You press <<E>>.
You press <<P>>.
You press <<P>>.
You press <<E>>.
You press <<E>>.
You press <<E>>.
You press <<E>>.
You press <<P>>.
You press <<E>>.
You press <<P>>.
You press <<P>>.
You press <<P>>.
You press <<P>>.
You press <<P>>.
You press <<P>>.
You press <<P>>.
You press <<E>>.
You press <<P>>.
You press <<P>>.
You press <<P>>.
You press <<P>>.
You press <<P>>.
You press <<P>>.
You press <<P>>.
You press <<P>>.
You press <<E>>.
You press <<P>>.
You press <<P>>.
You press <<P>>.
You press <<E>>.
You press <<P>>.
You press <<P>>.
You press <<P>>.
You press <<P>>.
You press <<P>>.
You press <<P>>.
You press <<P>>.
You press <<P>>.
You press <<P>>.
You press <<P>>.
You press <<E>>.
You press <<P>>.
You press <<P>>.
You press <<P>>.
You press <<P>>.
You press <<P>>.
You press <<P>>.
You press <<P>>.
You press <<P>>.
You press <<P>>.
You press <<P>>.
You press <<P>>.
You press <<P>>.
You press <<P>>.
You press <<E>>.
You press <<P>>.
You press <<E>>.
You press <<E>>.
You press <<E>>.
You press <<E>>.
You press <<E>>.
You press <<P>>.
You press <<E>>.
You press <<E>>.
You press <<E>>.
You press <<E>>.
You press <<E>>.
You press <<E>>.
You press <<E>>.
You press <<E>>.
You press <<P>>.
You press <<E>>.
You press <<E>>.
You press <<P>>.
You press <<E>>.
You press <<E>>.
You press <<E>>.
You press <<E>>.
You press <<E>>.
You press <<E>>.
You press <<E>>.
You press <<E>>.
You press <<E>>.
You press <<E>>.
You press <<E>>.
You press <<E>>.
You press <<E>>.
You press <<E>>.
You press <<E>>.
You press <<E>>.
You press <<E>>.
You press <<E>>.
You press <<E>>.
You press <<E>>.
You press <<E>>.
You press <<E>>.
You press <<E>>.
You press <<E>>.
You press <<E>>.
You press <<E>>.
You press <<"
13435,0.6082984954863787,"In this task, you have to repeatedly choose between two slot machines labeled Q and C.
You can choose a slot machine by pressing its corresponding key.
When you select one of the machines, you will win 1 or 0 points.
Your goal is to choose the slot machines that will give you the most points.
You will receive feedback about the outcome after making a choice.
The environment may change unpredictably; past success does not guarantee future results.
You will play 1 game in total, consisting of 100 trials.
Game 1.You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<C>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<C>>.
You press <<Q>>.
You press <<C>>.
You press <<C>>.
You press <<Q>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<C>>.
You press <<Q>>.
You press <<Q>>.
You press <<C>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<C>>.
You press <<Q>>.
You press <<Q>>.
You press <<C>>.
You press <<Q>>.
You press <<C>>.
You press <<C>>.
You press <<Q>>.
You press <<Q>>.
You press <<Q>>.
You press <<C>>.
You press <<Q>>.
You press <<C>>.
You press <<C>>.
You press <<Q>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<Q>>.
You press <<C>>.
You press <<Q>>.
You press <<C>>.
You press <<C>>.
You press <<Q>>.
You press <<C>>.
You press <<Q>>.
You press <<Q>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<Q>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<C>>.
You press <<Q>>.
You press <<C>>.
You press <<C>>.
You press <<"
